method,test_cvar,objective,mean_return,tc_adjusted_return,volatility,sharpe,sortino,max_drawdown,turnover,tail_loss_frequency,oracle_objective,oracle_regret,experiment,regime,seed
robust_two_stage,0.004668101856047091,0.003855323485200899,0.004677550917508389,0.00406389185423096,0.004756388921949952,0.8544069713522291,1.6979917953406387,-0.012138657309730294,0.6109054920108459,0.056,0.0007285328221718576,0.0031267906630290413,research_grid,nonlinear_misspecified,3
dfl,0.012962343040656075,0.012531169951470432,0.002898470120801793,0.0021558654459282183,0.006698825828159626,0.32182736212424756,0.4255591891787138,-0.032339536908974065,0.7398481506650026,0.056,0.0007285328221718576,0.011802637129298575,research_grid,nonlinear_misspecified,3
robust_dfl,0.011557854117292456,0.011164814911158769,0.0026459609507687686,0.0019651960306684376,0.006541975642827447,0.30039794362772654,0.47170611992788997,-0.027027471802809733,0.6775187251493395,0.056,0.0007285328221718576,0.010436282088986911,research_grid,nonlinear_misspecified,3
equal_weight,0.009487453525064828,0.00992870875315904,-0.0022062761404710606,-0.0022062761404710606,0.0037932273839951388,-0.5816356143579534,-0.8493294876230638,-0.23804476213778625,0.0,0.056,0.00304504118487984,0.0068836675682792,research_grid,nonlinear_misspecified,4
min_variance,0.008010838167337095,0.008331265380706528,-0.0015983342726854314,-0.0016021360668471644,0.0029781522110922548,-0.5379631236919246,-0.7425684262894315,-0.17980335272597425,7.663560646291088e-17,0.056,0.00304504118487984,0.005286224195826688,research_grid,nonlinear_misspecified,4
two_stage,0.0036754911040691256,0.00252878129224171,0.0064211268708393365,0.005733549059137077,0.004353993858218173,1.3168482190203694,2.4896035620747528,-0.008190438643596032,0.6826049818458108,0.056,0.00304504118487984,-0.0005162598926381299,research_grid,nonlinear_misspecified,4
robust_two_stage,0.0043437558744103604,0.0034894292249720914,0.004844504320444746,0.004271633247191346,0.0041235921228200256,1.035901010314807,1.8402917276699837,-0.01003269049266553,0.5687380344991354,0.056,0.00304504118487984,0.00044438804009225156,research_grid,nonlinear_misspecified,4
dfl,0.011993114118095295,0.011602283225183007,0.002642134527490685,0.0019541544645614393,0.005849327620695534,0.33408189640692276,0.48044588061003723,-0.03077117535790852,0.6832057085980342,0.056,0.00304504118487984,0.008557242040303167,research_grid,nonlinear_misspecified,4
robust_dfl,0.015055014291523913,0.014787299673237131,0.0020433150377420703,0.0013385730914339082,0.0066296207328707035,0.20190794393337524,0.24610754529393145,-0.029733951914320822,0.7018177906013662,0.056,0.00304504118487984,0.01174225848835729,research_grid,nonlinear_misspecified,4
equal_weight,0.0470874676199295,0.048827983621622266,-0.008702580008463828,-0.008702580008463828,0.012092766554494006,-0.7196516999255276,-0.7179784826979089,-0.666680713056228,0.0,0.056,0.01683022647846788,0.031997757143154386,research_grid,predictable_tail_crash,0
